id,name,zipcode,smart_location,country,latitude,longitude
18666,Flat with Sunny Terrace,8026,"Barcelona, Spain",Spain,41.40889,2.18555
31377,"Room for 2,  Sagrada Famili",8025,"Barcelona, Spain",Spain,41.41097,2.1707
31380,"Room for 2-3. Barcelona, Sagrada Famili",8025,"Barcelona, Spain",Spain,41.4109,2.17082
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,8002,"Barcelona, Spain",Spain,41.37859,2.1773
35379,Double 02 CasanovaRooms Barcelona,8036,"Barcelona, Spain",Spain,41.39029,2.15268
36763,In front of the beach,8003,"Barcelona, Spain",Spain,41.37906,2.19141
40983,Classical loft close to pedrera!,8009,"Barcelona, Spain",Spain,41.3956,2.16761
58512,Stylish & cozy 3bed near Sagrada Familia,8026,"Barcelona, Spain",Spain,41.41099,2.18119
61444,Bright apartment - Rambla Catalunya (HUTB-005863),8007,"Barcelona, Spain",Spain,41.38901,2.16552
70099,"Room with a View, Bcn City Center",8001,"Barcelona, Spain",Spain,41.37828,2.1708
70333,Stylish+cozy home/parking/CCIB/WIFI,8019,"Barcelona, Spain",Spain,41.40905,2.21243
71736,APARTMENT BY MONTHS CITY CENTER MINIMUM 32 NIGHTS,8001,"Barcelona, Spain",Spain,41.38321,2.16656
72436,Lugaris Beach Business Apartment,8005,"Barcelona, Spain",Spain,41.39837,2.20623
73683,Sagrada Familia area for 12 people,8025,"Barcelona, Spain",Spain,41.40506,2.17081
73692,Rustic apartment : Rambla Catalunya (HUTB-005863),8007,"Barcelona, Spain",Spain,41.39108,2.16521
75003,130. Hércules Pequeño 41,8013,"Barcelona, Spain",Spain,41.40445,2.17765
75411,Sagrada Familia Clot Patio,8026,"Barcelona, Spain",Spain,41.40825,2.18729
89776,Modernist flat Downtown Casa Estapé | Barcelona,8010,"Barcelona, Spain",Spain,41.39377,2.1795
95560,La Sagrada Familia (and metro) 4 blocks!,8025,"Barcelona, Spain",Spain,41.40585,2.16888
107437,A beautiful  villa in Barcelona,8017,"Barcelona, Spain",Spain,41.42864,2.09159
109462,026. Industria Ático Apartment,8037,"Barcelona, Spain",Spain,41.40264,2.16717
128463,Private Suite in residential area!!,8014,"Barcelona, Spain",Spain,41.37242,2.13637
130227,Spacious Room with Pool and Terrace,8019,"Barcelona, Spain",Spain,41.40646,2.21282
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,8011,"Barcelona, Spain",Spain,41.38226,2.15898
147275,1 Room INDIVIDUAL in Barcelona,8041,"Barcelona, Spain",Spain,41.42318,2.17501
163490,"AMAZING COZY 2Bd, PLAZA CATALUÑA!",8010,"Barcelona, Spain",Spain,41.39106,2.17662
163536,Cosy design apartment trendy  Born 5 bed 2bathroom,8003,"Barcelona, Spain",Spain,41.38673,2.18387
171816,Sagrada Familia Clot Vista,8026,"Barcelona, Spain",Spain,41.40828,2.18622
179619,Affordable Barcelona for you!,8014,"Barcelona, Spain",Spain,41.37151,2.13607
184516,lovely huge 30mq room with pvt bathroom,8002,"Barcelona, Spain",Spain,41.38199,2.17357
186221,La Sagrada Familia: tiny and simple room.,8025,"Barcelona, Spain",Spain,41.40671,2.16717
188267,"MWC 2019 last minutes promo, ask!",8010,"Barcelona, Spain",Spain,41.39368,2.17614
190348,Apartment with large terrace,8034,"Barcelona, Spain",Spain,41.39009,2.12588
195092,Bonitas vistas de Barcelona,8024,"Barcelona, Spain",Spain,41.41026,2.15623
196021,Old-time-charm apartment with patio!,8011,"Barcelona, Spain",Spain,41.38796,2.15946
201958,Lux Apartment,8002,"Barcelona, Spain",Spain,41.38802,2.17301
206122,Amazing Loft in BCN Center (B0132),8009,"Barcelona, Spain",Spain,41.3984,2.15801
209673,Sweet Apartment in Gràcia district!,8006,"Barcelona, Spain",Spain,41.39895,2.15742
209988,NICE APART. IN BARCELONA CITY-20 min to Ramblas,8030,"Barcelona, Spain",Spain,41.44316,2.18791
214970,Cozy room in central flat Barcelona,8004,"Barcelona, Spain",Spain,41.37171,2.16412
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,8003,"Barcelona, Spain",Spain,41.38484,2.17796
234375,ATTIC VIEWS SAGRADA FAMILIA,8013,"Barcelona, Spain",Spain,41.39918,2.1752
237895,Room w/ lots of LIGHT & INCREDIBLE Views!,8013,"Barcelona, Spain",Spain,41.39895,2.183
250016,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",8002,"Barcelona, Spain",Spain,41.38732,2.17367
251424,NICE ROOMS FOR RENT IN BARCELONA,8007,"Barcelona, Spain",Spain,41.38957,2.1625
256628,"Cozy bedroom in a loft, el Raval.",8001,"Barcelona, Spain",Spain,41.37654,2.17385
256677,Barcelona Center!The Gothic Area,8002,"Barcelona, Spain",Spain,41.38065,2.17629
264621,Amore Aragon free WiFi- HUTB 007051,8009,"Barcelona, Spain",Spain,41.397,2.17229
265491,Beach room amazing view in center,8003,"Barcelona, Spain",Spain,41.37707,2.18787
268022,Charming 3 bedrooms apartment,8009,"Barcelona, Spain",Spain,41.39288,2.16987
268417,Cozy Room near the Center. 2 línes underg.Eixample,8015,"Barcelona, Spain",Spain,41.37687,2.14979
272282,Exquisito apartamento con espacios abiertos y luz,8011,"Barcelona, Spain",Spain,41.38237,2.15769
273229,Confortable and very well located,8015,"Barcelona, Spain",Spain,41.37704,2.15782
275350,3BR/2Baths Apt. next to Liceu Theatre on La Rambla,8001,"Barcelona, Spain",Spain,41.3796,2.17352
275889,La Rambla Zen 1BR apt in Center,8001,"Barcelona, Spain",Spain,41.38191,2.1714
279439,sociable apartment in Raval 3,8001,"Barcelona, Spain",Spain,41.37889,2.17314
281978,Big Private Room - Paseo de Gracia,8009,"Barcelona, Spain",Spain,41.39111,2.16677
286105,Room at Gran Via Barcelona Spain,8013,"Barcelona, Spain",Spain,41.40034,2.183
288034,"FEBRUARY IN BARCELONA, QUIET & WITH TERRACE",8036,"Barcelona, Spain",Spain,41.38791,2.15064
302179,Cozy apartment in the city center,8011,"Barcelona, Spain",Spain,41.38519,2.16105
302440,Ramblas Romantic studio,8001,"Barcelona, Spain",Spain,41.38486,2.16841
318865,A penthouse two terraces in Gracia,8012,"Barcelona, Spain",Spain,41.40048,2.158
323854,Casa Sagrada Familia Bcn Doubleroom,8026,"Barcelona, Spain",Spain,41.40658,2.17549
330723,SUNNY ROOM WITH BALCONY,8001,"Barcelona, Spain",Spain,41.37729,2.17225
330766,Urquinaona Charming and Centric,8010,"Barcelona, Spain",Spain,41.39074,2.17306
335861,MODERN LOFT NEXT TO THE BEACH,8005,"Barcelona, Spain",Spain,41.40504,2.20384
337755,SEALONA VILA OLIMPICA BEACH,8005,"Barcelona, Spain",Spain,41.39181,2.19263
343861,1BD FLAT WITH WIFI & AC IN GRACIA,,"Barcelona, Spain",Spain,41.40219,2.16311
343864,3 BD APT IN THE HEART OF GRACIA,,"Barcelona, Spain",Spain,41.40656,2.15732
352772,Elegant Centric Attic WIFI Car Park ,8015,"Barcelona, Spain",Spain,41.38084,2.15047
353640,Great Apartment in Heart of Born,8003,"Barcelona, Spain",Spain,41.38109,2.17855
359841,"BacRou, design loft near the sea",8005,"Barcelona, Spain",Spain,41.40331,2.20929
363601,stylish flat in barcelona center,8001,"Barcelona, Spain",Spain,41.37781,2.17345
370665,vig HAPPY APARTMENT IN EL BORN,8003,"Barcelona, Spain",Spain,41.38458,2.18118
374491,ROOM WITH A BALCONY IN RAMBLAS 1,8002,"Barcelona, Spain",Spain,41.37822,2.17798
379868,INCREDIBLE VIEW front Sagrada Familia+PRIV.BALCONY,8025,"Barcelona, Spain",Spain,41.40642,2.17093
380421,Double room with a balcony,8003,"Barcelona, Spain",Spain,41.38437,2.18
384155,Barcelona Center Beach Top Design,8003,"Barcelona, Spain",Spain,41.38333,2.18125
384464,Paseo de Gracia / Plaza Catalunya,8007,"Barcelona, Spain",Spain,41.38855,2.16942
394692,A PERFECT ROOM FOR RENT CENTER BCN,8011,"Barcelona, Spain",Spain,41.38784,2.16119
399772,VERY CENTRAL 3 STOPS AWAY RAMBLAS,8015,"Barcelona, Spain",Spain,41.38221,2.15062
402657,"Central, Sunny & Charming + Wifi",8004,"Barcelona, Spain",Spain,41.3736,2.15934
408127,Petite chambre confortable,8015,"Barcelona, Spain",Spain,41.37578,2.16537
414786,Centric Double Room-Paseo de Gracia,8009,"Barcelona, Spain",Spain,41.39154,2.16766
415848,"2 br, walking distance to ev-thing Cozy Space",8029,"Barcelona, Spain",Spain,41.38323,2.14396
424137,Spacious apartment just by Las Ramblas,8002,"Barcelona, Spain",Spain,41.37949,2.17429
425639,House with garden,8023,"Barcelona, Spain",Spain,41.40725,2.14678
437886,Centric Apartment in Barcelona 2,8010,"Barcelona, Spain",Spain,41.3912,2.17238
438102,Nice quiet room close to S. Familia,8013,"Barcelona, Spain",Spain,41.39776,2.18173
440840,sociable rooms in Raval 2,8001,"Barcelona, Spain",Spain,41.38012,2.17106
440841,sociable rooms in Raval 1,8001,"Barcelona, Spain",Spain,41.37855,2.17109
446665,Double and Lovely room in Barcelona,8004,"Barcelona, Spain",Spain,41.36758,2.13968
449854,Center location. Magic terrace. 360º views,8003,"Barcelona, Spain",Spain,41.38807,2.17922
457195,Cozy apartment with 3 bedrooms,8009,"Barcelona, Spain",Spain,41.39413,2.17014
461943,Beautiful Room! Beautiful Views! Great Location!,8015,"Barcelona, Spain",Spain,41.37739,2.15195
462557,Large room and light. balcony (red),8011,"Barcelona, Spain",Spain,41.38465,2.16216
463880,On the beach - Poblenou,8005,"Barcelona, Spain",Spain,41.39898,2.20756
471669,El Poblenou* House @ Barcelona,8005,"Barcelona, Spain",Spain,41.39832,2.19995
472062,close to Paseo de Gracia.,8012,"Barcelona, Spain",Spain,41.39852,2.16159
474669,Confort Apartment 2 Bedrooms WIFI,8028,"Barcelona, Spain",Spain,41.37878,2.12902
475771,I rent apartment in Barcelona,8024,"Barcelona, Spain",Spain,41.40729,2.1629
478616,Retrome Barcelona,8009,"Barcelona, Spain",Spain,41.39594,2.1692
478951,Sagrada Familia area - Sicilia,8013,"Barcelona, Spain",Spain,41.39898,2.17692
485011,A Super unique/charming/hip room!,8010,"Barcelona, Spain",Spain,41.3914,2.17889
487233,BOHEMIAN PENTHOUSE DUPLEX + 2 BIKES,8004,"Barcelona, Spain",Spain,41.37059,2.16522
490853,Private Balcony in Sagrada Familia,8025,"Barcelona, Spain",Spain,41.40473,2.17395
492963,Habitaciones de matrimonio  con balcon!,8041,"Barcelona, Spain",Spain,41.41592,2.17341
497545,Delightful & Elegant close to Paseo de Gracia,8011,"Barcelona, Spain",Spain,41.38915,2.1578
498632,Prime location. Barcelona Apartment,8011,"Barcelona, Spain",Spain,41.38544,2.15894
507074,Lovely & Sunny apartment in Center ,8003,"Barcelona, Spain",Spain,41.38639,2.18358
507667,Habitación cerca sagrada familia-2,8013,"Barcelona, Spain",Spain,41.39625,2.18191
510923,Lovely Penthouse in Barcelona,8027,"Barcelona, Spain",Spain,41.42255,2.18061
511739,sf41 NEW 2 BDR FLAT SAGRADA FAMILIA,8025,"Barcelona, Spain",Spain,41.40238,2.17082
514572,ENJOY BARCELONA IN A HUGE APARTMENT,8015,"Barcelona, Spain",Spain,41.37989,2.14472
515724,Double Room / Marina & Beach,8018,"Barcelona, Spain",Spain,41.39497,2.18936
518247,Ideal apartment in central,8015,"Barcelona, Spain",Spain,41.37714,2.16209
519566,Comfy double room Barcelona Center,8002,"Barcelona, Spain",Spain,41.3811,2.17891
522987,"Room,  Bikes and views! DOBLE",8013,"Barcelona, Spain",Spain,41.39968,2.1817
524729,Sagrada Familia up to 6,8025,"Barcelona, Spain",Spain,41.40248,2.1705
528979,Acogedora suite y mucho encanto!,8006,"Barcelona, Spain",Spain,41.3976,2.15404
529106,Centric and Complete,8010,"Barcelona, Spain",Spain,41.3914,2.17603
536470,"Quiet flat, close Sagrada Família",8025,"Barcelona, Spain",Spain,41.40412,2.16594
537176,Nice renewed apartament with WiFi (HUTB - 004893),8015,"Barcelona, Spain",Spain,41.38051,2.157
543728,Room in a nice sunny apartment,8015,"Barcelona, Spain",Spain,41.37562,2.16511
544995,LUXURY HOUSE IN BCN NEAR THE BEACH,8005,"Barcelona, Spain",Spain,41.39095,2.1965
546970,Tendency Sagrada Familia 2-2,8025,"Barcelona, Spain",Spain,41.40418,2.17246
547027,Tendency Sagrada Familia 3-1,8025,"Barcelona, Spain",Spain,41.40201,2.1722
549068,Tendency Sagrada Familia 4-1,8025,"Barcelona, Spain",Spain,41.40263,2.17245
549116,Tendency Sagrada Familia 4-2,8025,"Barcelona, Spain",Spain,41.40198,2.17239
554299,TODAY'S OFFER ATIC FLAT IN CENTER,8001,"Barcelona, Spain",Spain,41.37647,2.16967
554955,OFFERS SUMMER MONTH  THE CENTER MINIMUM 32 NIGTHS,8001,"Barcelona, Spain",Spain,41.38182,2.16706
558366,Single room: morning sun + lots of light in Born,8003,"Barcelona, Spain",Spain,41.38593,2.18416
558549,Big Terrace Room - Paseo de Gracia,8007,"Barcelona, Spain",Spain,41.3913,2.16539
562020,RENT MONTH  FANTASTIC APARTMEN MINIMUM 32 NIGTHS,8001,"Barcelona, Spain",Spain,41.3824,2.16542
562169,Two rooms in beautiful apartment.,8032,"Barcelona, Spain",Spain,41.42226,2.17435
564809,UNA HABITACIÓN CON VISTAS,,"Barcelona, Spain",Spain,41.39792,2.15405
567855,COZY ROOM IN FABULOUS LOFT GOTHIC CENTER,8002,"Barcelona, Spain",Spain,41.37871,2.17581
568432,Charming Room + private terrace  center,8036,"Barcelona, Spain",Spain,41.3904,2.15559
569527,Bogatell Beach Studio 5 min to the beach free WiFi,8005,"Barcelona, Spain",Spain,41.39939,2.20415
572833,In the heart of Gracia,8012,"Barcelona, Spain",Spain,41.4001,2.15641
575139,Art Nouveau Luxury Apartment BCN,8001,"Barcelona, Spain",Spain,41.3846,2.16689
576728,Fabulous sunny atic flat Tibidabo,8022,"Barcelona, Spain",Spain,41.40972,2.14022
578180,Nice room with private bathroom,8018,"Barcelona, Spain",Spain,41.4056,2.18803
585762,Modern loft close to Passeig de Gràcia,8009,"Barcelona, Spain",Spain,41.39211,2.1703
587203,sunny place close to the beach!,8005,"Barcelona, Spain",Spain,41.40267,2.20088
590503,Cozy apartment  perfect situation - metro & WIFI,8037,"Barcelona, Spain",Spain,41.39954,2.17111
594235,Sunny apartment in Gracia,8012,"Barcelona, Spain",Spain,41.40315,2.15159
598329,views apartment,8003,"Barcelona, Spain",Spain,41.37701,2.18745
600162,Enjoy! Cozy penthouse ideal for couples.,8031,"Barcelona, Spain",Spain,41.42846,2.16918
610868,Large comfortable room in Barcelona,8010,"Barcelona, Spain",Spain,41.39181,2.17565
611366,PASEO DE GRACIA DOMUS SUPERLUXURY,8008,"Barcelona, Spain",Spain,41.39454,2.16014
621656,A Really Nice Room in BCN!,8014,"Barcelona, Spain",Spain,41.37308,2.14181
624427,Nice flat in the center of Barcelon,8015,"Barcelona, Spain",Spain,41.37553,2.15485
630566,modern sunny Attic with pool&garden close to beach,8005,"Barcelona, Spain",Spain,41.405,2.2009
630810,059. Paseo de Gracia 5 Estrellas 11,8008,"Barcelona, Spain",Spain,41.39563,2.16447
635339,Habitación con dos camas y terraza privada,8037,"Barcelona, Spain",Spain,41.39776,2.16508
636702,big loft in the heart of Barcelona,8013,"Barcelona, Spain",Spain,41.3974,2.17479
639137,"NICE LOFT FOR 4, NEAR AIRPORT TRAIN STATION",8029,"Barcelona, Spain",Spain,41.3842,2.14342
639820,Sunny and Central Penthouse w Private Terrace,8015,"Barcelona, Spain",Spain,41.37635,2.16128
641402,Attic Suite to let  in Barcelona,8028,"Barcelona, Spain",Spain,41.37531,2.13029
641627,Double room in shared flat close Sagrada Familia,8025,"Barcelona, Spain",Spain,41.40797,2.17154
644534,Habitation ambiente Internacional! ,8015,"Barcelona, Spain",Spain,41.38164,2.15732
645513,"BEACH ,ATTIC APARTMENT TERRACE !",8005,"Barcelona, Spain",Spain,41.39698,2.20116
653634,Lovely bedroom with balcony & view!,8023,"Barcelona, Spain",Spain,41.41249,2.14151
659207,Stay with style and enjoy BARCELONA,8010,"Barcelona, Spain",Spain,41.39005,2.17643
663732,Modern room for nice week-end,8003,"Barcelona, Spain",Spain,41.38721,2.17641
666536,NICE DOUBLE ROOM FOR 1 OR 2 NEAR PARK GUELL,8023,"Barcelona, Spain",Spain,41.41583,2.14834
667181,Private Double Room with Jacuzzi,8033,"Barcelona, Spain",Spain,41.45554,2.18395
667762,ROOM WTH TERRACE IN GASPATX B&B,8031,"Barcelona, Spain",Spain,41.43944,2.15769
670956,Habitación en la playa de Barcelona,8005,"Barcelona, Spain",Spain,41.39917,2.20653
671458,Sunny apartment in town centre,8004,"Barcelona, Spain",Spain,41.37237,2.16323
674461,"ROOM CENTRAL, IDEAL for CITY VISITORS",8004,"Barcelona, Spain",Spain,41.37476,2.16797
675174,SE ALQUILA HABITACION AMUEBLADA,8016,"Barcelona, Spain",Spain,41.44624,2.18316
677850,Sunny and charming centric flat!!,8018,"Barcelona, Spain",Spain,41.39125,2.18364
679547,Cozy single/double room quiet zone,8026,"Barcelona, Spain",Spain,41.4142,2.18726
682871,Well connected & quiet apartment,8006,"Barcelona, Spain",Spain,41.39742,2.14831
683062,Sunny and charming centric flat!!,8018,"Barcelona, Spain",Spain,41.39152,2.18313
686830,Sweet apartm. close the beach,8005,"Barcelona, Spain",Spain,41.39941,2.206
688229,Like at home but without mum!,8004,"Barcelona, Spain",Spain,41.37221,2.15888
691152,Apartamento Sagrada Familia BC HUTB-002061,,"Barcelona, Spain",Spain,41.4068,2.17341
694516,Room in a house with garden,8032,"Barcelona, Spain",Spain,41.42635,2.16876
699927,Nice studio in Gràcia,8024,"Barcelona, Spain",Spain,41.40731,2.1557
700150,Luxury 2 bed suite with courtyard in city-centre,8007,"Barcelona, Spain",Spain,41.38609,2.16609
714400,AMAZING 3 Bedroom Sagrada Familia,8025,"Barcelona, Spain",Spain,41.40259,2.17238
715036,Boho Soul & Artist apartment near Ramblas,8004,"Barcelona, Spain",Spain,41.37354,2.16596
721378,12 Sicilia Apartment 4 bedrooms,8013,"Barcelona, Spain",Spain,41.39854,2.17669
721470,61 Sicilia Estudio,8013,"Barcelona, Spain",Spain,41.39982,2.17734
721479,2 Sicilia Superior Apartment 4 bedrooms,8013,"Barcelona, Spain",Spain,41.39947,2.17645
721504,Valencia Superior Apartment 3 bedrooms,8009,"Barcelona, Spain",Spain,41.39826,2.17111
721512,2 Valencia Superior Apartment 2 bedrooms,8009,"Barcelona, Spain",Spain,41.39767,2.17143
722100,Cozy Queen S. bedroom w/priv bath,8015,"Barcelona, Spain",Spain,41.37517,2.16768
725009,Walk to Plaça de Catalunya from an Art-Filled Apartment,8015,"Barcelona, Spain",Spain,41.37788,2.16231
725659,Sunny flat in the heart of Gracia ,8012,"Barcelona, Spain",Spain,41.40567,2.16005
732214,Barcelona beach apartment WIFI,8003,"Barcelona, Spain",Spain,41.37524,2.19011
732353,OMG apartment with 3 bedroom and 2 bathroom,8025,"Barcelona, Spain",Spain,41.40283,2.17157
735587,Charming Bedroom on GASPATX B&b,8031,"Barcelona, Spain",Spain,41.44001,2.15943
735620,charming double room in Gaspatx B&B,8031,"Barcelona, Spain",Spain,41.4398,2.15789
740113,"Sunny, authentic Sant Antoni Apartment",8015,"Barcelona, Spain",Spain,41.3772,2.16311
740343,Authentic HOME-SHARING experience in Barcelona!,8012,"Barcelona, Spain",Spain,41.40557,2.1553
745829,Lovely & Ideal 4 families & groups~,8006,"Barcelona, Spain",Spain,41.3946,2.15127
746086,⭐Authentic & Cute Family Apartment near Camp Nou⭐¦,8028,"Barcelona, Spain",Spain,41.37181,2.1314
753322,Big beautiful apartment in Gracia 4 rooms,8012,"Barcelona, Spain",Spain,41.39985,2.15715
755382,Sweet BCN Three bedroom Apartment,8012,"Barcelona, Spain",Spain,41.39748,2.15965
758216,Spain square - Fira apartment -,8004,"Barcelona, Spain",Spain,41.37578,2.15609
758925,Great room in nice environment,8012,"Barcelona, Spain",Spain,41.40337,2.15487
759811,Luxury Paseo de Gracia Penthouse,8007,"Barcelona, Spain",Spain,41.39379,2.16735
760131,Sunny flat near Sagrada Familia,8013,"Barcelona, Spain",Spain,41.39769,2.17636
767596,Urban Chic Barcelona 4 bedrooms,8025,"Barcelona, Spain",Spain,41.40744,2.16418
770175,FABULOUS APARTMENT SAGRADA FAMILIA,8025,"Barcelona, Spain",Spain,41.40884,2.17354
773802,CITY TRIP - Para 10 personas !!!!,8037,"Barcelona, Spain",Spain,41.40345,2.16586
773886,Discover the Real Barcelona from an Apartment in Gracia,8024,"Barcelona, Spain",Spain,41.40589,2.15976
776174,Penthouse huge private terrace in CENTER! Gothic,8002,"Barcelona, Spain",Spain,41.38088,2.18038
777476,Plaza Universidad,8011,"Barcelona, Spain",Spain,41.38423,2.16127
779907,Cozy Quirky Friendly,8001,"Barcelona, Spain",Spain,41.38248,2.16577
782502,Perfect sunny room!,8014,"Barcelona, Spain",Spain,41.37166,2.13674
790475,"(P1) Cozy apart, Gracia LA PEDRERA",8012,"Barcelona, Spain",Spain,41.39872,2.15855
790482,QUIET AND COMFY 2BD WIFI GRACIA,8012,"Barcelona, Spain",Spain,41.40076,2.16375
795991,Cosy centric flat lively Poble Sec,8004,"Barcelona, Spain",Spain,41.37295,2.16639
796809,POBLENOU BEACH BCN FALL OFFERS 70E,8005,"Barcelona, Spain",Spain,41.39798,2.20426
802553,Ensuite Double w Terrace ZOO ROOMS,8036,"Barcelona, Spain",Spain,41.39017,2.157
803502,DOUBLE ROOM WITH BALCONY CENTRETOWN,8002,"Barcelona, Spain",Spain,41.3818,2.17846
811657,Centrical and Cosy Room ,8011,"Barcelona, Spain",Spain,41.3832,2.1595
811669,Room Rental in Barcelona Gracia,8024,"Barcelona, Spain",Spain,41.4093,2.15095
814154,Portal del Angel 3,8002,"Barcelona, Spain",Spain,41.38417,2.17248
814172,Mar Bella 3 Barcelonastuff Apartment,8005,"Barcelona, Spain",Spain,41.40356,2.20606
814226,Mar Bella 10 Barcelonastuff,8005,"Barcelona, Spain",Spain,41.40369,2.20758
814678,Habitación doble soleada con baño privado,8004,"Barcelona, Spain",Spain,41.37325,2.15584
823272,SUN RAMBLA CATALUNYA GAUDI CENTRO ,8008,"Barcelona, Spain",Spain,41.39292,2.16129
824902,Sagrada Familia.,8025,"Barcelona, Spain",Spain,41.41032,2.17518
832755,AMAZING BOUTIQUE APARTMENT. AN OASIS IN BARCELONA,8018,"Barcelona, Spain",Spain,41.40322,2.19858
833491,Double room at Barcelona centre!!,8015,"Barcelona, Spain",Spain,41.3837,2.15293
838475,Flat next to Mobile World Congress  Fira Barcelona,8004,"Barcelona, Spain",Spain,41.37362,2.15586
839655,Chic 2 bedroom with balcony close to Rambla,8015,"Barcelona, Spain",Spain,41.37612,2.16398
841483,RAMBLA CATALUNYA CENTRAL APARTMENT,8008,"Barcelona, Spain",Spain,41.39313,2.15842
842126,"Penthouse with views to the city, in Gracia!",8024,"Barcelona, Spain",Spain,41.40536,2.16197
846423,Quiet & spacious 3B/room apartment,8024,"Barcelona, Spain",Spain,41.40523,2.162
847195,Terrace apartment in the center,8011,"Barcelona, Spain",Spain,41.38471,2.15472
849035,Atic with Terrace in CENTER,8010,"Barcelona, Spain",Spain,41.39115,2.17989
849839,AVINYO B APARTMENT,8002,"Barcelona, Spain",Spain,41.37974,2.17986
852134,MAGIC TERRACE . CITY CENTRE.,8015,"Barcelona, Spain",Spain,41.37797,2.15366
852195,ROOMY EIXAMPLE URGELL,8011,"Barcelona, Spain",Spain,41.3846,2.15637
857030,Nice&Sunny single room- Pza Espanya,8014,"Barcelona, Spain",Spain,41.37272,2.14561
857117,Nice double room in Sagrada Familia,8025,"Barcelona, Spain",Spain,41.40425,2.17408
859884,Gothic Doble Room private bathroom,8002,"Barcelona, Spain",Spain,41.38036,2.1796
861172,Awesome flat in the center (HUTB-014195),8004,"Barcelona, Spain",Spain,41.37421,2.16447
862690,Center City Swimming pool Apartment,8005,"Barcelona, Spain",Spain,41.39263,2.19497
864681,Luxury stateroom in town heart,8009,"Barcelona, Spain",Spain,41.39463,2.16839
865367,Beautiful Comfy Flat Valencia St A,8009,"Barcelona, Spain",Spain,41.39767,2.17086
866298,LUXURY PENTHOUSE WITH PRIV. TERRACE,8014,"Barcelona, Spain",Spain,41.38173,2.14054
869984,074. Fútbol 8G Apartment,8028,"Barcelona, Spain",Spain,41.3812,2.12827
870256,073. Fútbol 7 Apartment,8028,"Barcelona, Spain",Spain,41.38287,2.12814
876101,Fabulous apartment sea view,,"Barcelona, Spain",Spain,41.39096,2.19959
877884,Elegant Apart.with parking included HUTB-004588,8029,"Barcelona, Spain",Spain,41.38588,2.15062
879524,Ramblas Central 2 Bedroom apartment,8001,"Barcelona, Spain",Spain,41.38559,2.16735
879969,TRULY CENTRE NEXT  PLAZA CATALUÑA,8010,"Barcelona, Spain",Spain,41.38889,2.17313
886886,BARCELONA CITY CENTRE DUPLEX,8004,"Barcelona, Spain",Spain,41.37345,2.16884
888316,Cute room in a CENTRIC ATTIC with an amazing VIEW!,8011,"Barcelona, Spain",Spain,41.38573,2.1647
892922,AMAZING AP. TERRIFIC LOCATION LUXURY PL.CATALUNYA,8007,"Barcelona, Spain",Spain,41.38832,2.16938
892927,TERRIFIC LOCATION NEXT PLAZA CATALUNYA RAMBLAS,8001,"Barcelona, Spain",Spain,41.38643,2.16796
893129,Apartamentos Ganduxer - Barcelona,8021,"Barcelona, Spain",Spain,41.39709,2.13571
893399,"NEW APARTMENT, NEAR TO THE BEACH WITH PARKING",8019,"Barcelona, Spain",Spain,41.41036,2.20169
897901,Sagrada Familia Barcelona Deluxe,8025,"Barcelona, Spain",Spain,41.40829,2.1754
897943,"Large room, bright and centrally",8003,"Barcelona, Spain",Spain,41.38064,2.19139
903135,Spacious Diagonal Avenue 3 bedrooms.6 pax,8029,"Barcelona, Spain",Spain,41.39001,2.14257
903712,"Big  double room, with balcony",8011,"Barcelona, Spain",Spain,41.38497,2.1592
910349,BRIGHT ROOM in POBLE SEC,8004,"Barcelona, Spain",Spain,41.37323,2.16136
912414,Cozy Apartment near to Plaza España,8014,"Barcelona, Spain",Spain,41.37485,2.14631
917540,PENTHOUSE/ATICO FLAT-AMAZING VIEWS!,8014,"Barcelona, Spain",Spain,41.37553,2.13799
918481,Passeig de Gracia - Plaza Catalunya,,"Barcelona, Spain",Spain,41.38817,2.1706
924382,Excellent location next to Ramblas and Gaudi,8007,"Barcelona, Spain",Spain,41.38969,2.16732
924449,Exclusive location next to Las Ramblas !,8007,"Barcelona, Spain",Spain,41.39092,2.16657
927680,Sagrada Familia area for 17 people,8013,"Barcelona, Spain",Spain,41.39925,2.18031
928725,Elegant flat in romantic old city,8003,"Barcelona, Spain",Spain,41.38391,2.18134
933094,feng shui-universidades-hosp.dexeus,8028,"Barcelona, Spain",Spain,41.38335,2.12701
933877,Gracia! Single room 45€ /double 90€,8025,"Barcelona, Spain",Spain,41.40524,2.16554
936781,Park Güell (URL HIDDEN) families,8024,"Barcelona, Spain",Spain,41.41179,2.15503
936818,Calabria Barcelonastuff,8015,"Barcelona, Spain",Spain,41.37869,2.15604
937425,Single centric room - University Sq,8004,"Barcelona, Spain",Spain,41.38253,2.15868
937501,Private Room with Balcony - 2 Beds,8004,"Barcelona, Spain",Spain,41.38446,2.15883
938497,Private Room Balcony - Double Bed,8004,"Barcelona, Spain",Spain,41.38393,2.16018
938611,Private Room - Central - Double Bed,8004,"Barcelona, Spain",Spain,41.38375,2.16081
940338,Paseo de Gracia with Terrace: Love!,8007,"Barcelona, Spain",Spain,41.39113,2.17072
